Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2023-09-23,Sorghum,995,19.14,19044.3
2023-09-23,Barley,745,30.22,22513.9
2023-09-24,Rice,1256,28.17,35381.52
2023-09-24,Wheat,959,24.23,23236.57
2023-09-24,Corn,927,23.03,21348.81
2023-09-24,Millet,704,19.4,13657.6
2023-09-24,Soybean,1558,55.0,85690.0
2023-09-24,Rapeseed,926,53.34,49392.84
2023-09-24,Peanut,1612,65.39,105408.68
2023-09-24,Sorghum,1115,20.9,23303.5
2023-09-24,Barley,782,27.16,21239.12
2023-09-25,Rice,1186,31.87,37797.82
2023-09-25,Wheat,1487,26.6,39554.2
2023-09-25,Corn,1644,23.73,39012.12
2023-09-25,Millet,1624,19.8,32155.2
2023-09-25,Soybean,1434,54.96,78812.64
2023-09-25,Rapeseed,1105,51.0,56355.0
2023-09-25,Peanut,1555,58.39,90796.45
2023-09-25,Sorghum,800,18.35,14680.0
2023-09-25,Barley,663,27.57,18278.91
2023-09-26,Rice,1242,29.38,36489.96
2023-09-26,Wheat,595,24.37,14500.15
2023-09-26,Corn,1369,20.11,27530.59
2023-09-26,Millet,1636,18.56,30364.16
2023-09-26,Soybean,1612,52.36,84404.32
2023-09-26,Rapeseed,872,55.05,48003.6
2023-09-26,Peanut,1192,54.08,64463.36
2023-09-26,Sorghum,1925,18.68,35959.0
2023-09-26,Barley,639,28.31,18090.09
2023-09-27,Rice,1524,31.04,47304.96
2023-09-27,Wheat,919,27.45,25226.55
2023-09-27,Corn,861,24.12,20767.32
2023-09-27,Millet,633,16.71,10577.43
2023-09-27,Soybean,1486,52.33,77762.38
2023-09-27,Rapeseed,1069,60.5,64674.5
2023-09-27,Peanut,1430,65.75,94022.5
2023-09-27,Sorghum,1787,21.29,38045.23
2023-09-27,Barley,593,29.5,17493.5
2023-09-28,Rice,984,29.96,29480.64
2023-09-28,Wheat,820,23.63,19376.6
2023-09-28,Corn,1972,19.89,39223.08
2023-09-28,Millet,1683,17.27,29065.41
2023-09-28,Soybean,921,49.59,45672.39
2023-09-28,Rapeseed,1271,55.47,70502.37
2023-09-28,Peanut,1541,56.18,86573.38
2023-09-28,Sorghum,1505,19.95,30024.75
2023-09-28,Barley,917,28.65,26272.05
2023-09-29,Rice,1654,30.15,49868.1
2023-09-29,Wheat,849,25.2,21394.8
2023-09-29,Corn,1314,20.19,26529.66
2023-09-29,Millet,741,17.7,13115.7
2023-09-29,Soybean,760,46.24,35142.4
2023-09-29,Rapeseed,526,55.45,29166.7
2023-09-29,Peanut,921,55.62,51226.02
2023-09-29,Sorghum,1618,20.13,32570.34
2023-09-29,Barley,938,30.44,28552.72
2023-09-30,Rice,1786,29.13,52026.18
2023-09-30,Wheat,1401,22.73,31844.73
2023-09-30,Corn,1405,22.64,31809.2
2023-09-30,Millet,1327,19.35,25677.45
2023-09-30,Soybean,1926,46.09,88769.34
2023-09-30,Rapeseed,1303,54.16,70570.48
2023-09-30,Peanut,1833,58.9,107963.7
2023-09-30,Sorghum,1582,20.54,32494.28
2023-09-30,Barley,1418,26.27,37250.86
2023-10-01,Rice,1106,29.86,33025.16
2023-10-01,Wheat,1342,23.83,31979.86
2023-10-01,Corn,1573,21.5,33819.5
2023-10-01,Millet,2056,16.33,33574.48
2023-10-01,Soybean,1601,51.45,82371.45
2023-10-01,Rapeseed,1388,59.0,81892.0
2023-10-01,Peanut,1629,61.89,100818.81
2023-10-01,Sorghum,1879,20.83,39139.57
2023-10-01,Barley,822,26.09,21445.98
2023-10-02,Rice,663,29.31,19432.53
2023-10-02,Wheat,1081,22.97,24830.57
2023-10-02,Corn,1400,22.65,31710.0
2023-10-02,Millet,924,18.32,16927.68
2023-10-02,Soybean,676,54.85,37078.6
2023-10-02,Rapeseed,1365,49.59,67690.35
2023-10-02,Peanut,1773,56.46,100103.58
2023-10-02,Sorghum,1947,19.05,37090.35
2023-10-02,Barley,1329,27.28,36255.12
2023-10-03,Rice,974,28.53,27788.22
2023-10-03,Wheat,557,24.17,13462.69
2023-10-03,Corn,707,19.92,14083.44
2023-10-03,Millet,1323,19.02,25163.46
2023-10-03,Soybean,1560,48.15,75114.0
2023-10-03,Rapeseed,1364,49.75,67859.0
2023-10-03,Peanut,1618,65.16,105428.88
2023-10-03,Sorghum,1932,18.77,36263.64
2023-10-03,Barley,929,26.38,24507.02
2023-10-04,Rice,1530,30.46,46603.8
2023-10-04,Wheat,905,24.77,22416.85
2023-10-04,Corn,1886,22.85,43095.1
2023-10-04,Millet,2179,17.6,38350.4
2023-10-04,Soybean,1527,49.17,75082.59
2023-10-04,Rapeseed,1326,58.67,77796.42
2023-10-04,Peanut,1474,54.23,79935.02
2023-10-04,Sorghum,888,21.81,19367.28
2023-10-04,Barley,1489,28.39,42272.71
2023-10-05,Rice,998,29.38,29321.24
2023-10-05,Wheat,829,24.17,20036.93
2023-10-05,Corn,876,20.34,17817.84
2023-10-05,Millet,1674,16.9,28290.6
2023-10-05,Soybean,776,50.95,39537.2
2023-10-05,Rapeseed,1445,58.63,84720.35
2023-10-05,Peanut,2007,62.84,126119.88
2023-10-05,Sorghum,1165,21.29,24802.85
2023-10-05,Barley,1453,30.55,44389.15
2023-10-06,Rice,745,27.4,20413.0
2023-10-06,Wheat,561,27.42,15382.62
2023-10-06,Corn,1948,23.96,46674.08
2023-10-06,Millet,1308,18.81,24603.48
2023-10-06,Soybean,716,50.45,36122.2
2023-10-06,Rapeseed,1415,52.14,73778.1
2023-10-06,Peanut,837,62.54,52345.98
2023-10-06,Sorghum,1720,20.19,34726.8
2023-10-06,Barley,1253,27.26,34156.78
2023-10-07,Rice,1428,31.66,45210.48
2023-10-07,Wheat,1096,23.3,25536.8
2023-10-07,Corn,781,20.7,16166.7
2023-10-07,Millet,1521,17.32,26343.72
2023-10-07,Soybean,1898,54.24,102947.52
2023-10-07,Rapeseed,1159,58.24,67500.16
2023-10-07,Peanut,1770,60.66,107368.2
2023-10-07,Sorghum,1680,20.71,34792.8
2023-10-07,Barley,826,27.41,22640.66
2023-10-08,Rice,688,32.54,22387.52
2023-10-08,Wheat,730,23.95,17483.5
2023-10-08,Corn,1281,21.77,27887.37
2023-10-08,Millet,2172,18.84,40920.48
2023-10-08,Soybean,1452,54.86,79656.72
2023-10-08,Rapeseed,752,53.05,39893.6
2023-10-08,Peanut,2077,57.57,119572.89
2023-10-08,Sorghum,1681,21.93,36864.33
2023-10-08,Barley,968,27.26,26387.68
2023-10-09,Rice,1465,32.73,47949.45
2023-10-09,Wheat,745,26.77,19943.65
2023-10-09,Corn,1337,23.34,31205.58
2023-10-09,Millet,1795,16.54,29689.3
2023-10-09,Soybean,1675,47.6,79730.0
2023-10-09,Rapeseed,1403,52.58,73769.74
2023-10-09,Peanut,921,58.03,53445.63
2023-10-09,Sorghum,1929,19.05,36747.45
2023-10-09,Barley,1135,29.19,33130.65
2023-10-10,Rice,1082,30.13,32600.66
2023-10-10,Wheat,823,24.81,20418.63
2023-10-10,Corn,1846,21.59,39855.14
2023-10-10,Millet,1687,18.82,31749.34
2023-10-10,Soybean,1757,47.78,83949.46
2023-10-10,Rapeseed,1098,53.64,58896.72
2023-10-10,Peanut,2005,54.02,108310.1
2023-10-10,Sorghum,2236,21.83,48811.88
2023-10-10,Barley,1097,25.54,28017.38
2023-10-11,Rice,1646,27.26,44869.96
2023-10-11,Wheat,1152,24.9,28684.8
2023-10-11,Corn,687,22.07,15162.09
2023-10-11,Millet,1717,19.04,32691.68
2023-10-11,Soybean,1599,45.47,72706.53
2023-10-11,Rapeseed,692,50.84,35181.28
2023-10-11,Peanut,1996,55.39,110558.44
2023-10-11,Sorghum,787,18.37,14457.19
2023-10-11,Barley,1072,30.11,32277.92
2023-10-12,Rice,1541,27.17,41868.97
2023-10-12,Wheat,508,24.02,12202.16
2023-10-12,Corn,1861,20.05,37313.05
2023-10-12,Millet,796,18.66,14853.36
2023-10-12,Soybean,1271,46.09,58580.39
2023-10-12,Rapeseed,516,50.6,26109.6
2023-10-12,Peanut,1200,59.11,70932.0
2023-10-12,Sorghum,811,19.51,15822.61
2023-10-12,Barley,687,27.86,19139.82
2023-10-13,Rice,817,31.3,25572.1
2023-10-13,Wheat,626,25.86,16188.36
2023-10-13,Corn,1712,21.21,36311.52
2023-10-13,Millet,1264,19.78,25001.92
2023-10-13,Soybean,1552,50.33,78112.16
2023-10-13,Rapeseed,1345,58.78,79059.1
2023-10-13,Peanut,792,63.8,50529.6
2023-10-13,Sorghum,1066,18.49,19710.34
2023-10-13,Barley,979,29.76,29135.04
2023-10-14,Rice,669,30.54,20431.26
2023-10-14,Wheat,731,23.43,17127.33
2023-10-14,Corn,993,22.17,22014.81
2023-10-14,Millet,1603,18.59,29799.77
2023-10-14,Soybean,1496,53.27,79691.92
2023-10-14,Rapeseed,737,51.68,38088.16
2023-10-14,Peanut,2116,64.12,135677.92
2023-10-14,Sorghum,2212,19.16,42381.92
2023-10-14,Barley,1226,29.92,36681.92
2023-10-15,Rice,830,29.29,24310.7
2023-10-15,Wheat,935,23.71,22168.85
2023-10-15,Corn,679,20.37,13831.23
2023-10-15,Millet,1153,16.86,19439.58
2023-10-15,Soybean,945,53.07,50151.15
2023-10-15,Rapeseed,1352,59.13,79943.76
2023-10-15,Peanut,1236,55.78,68944.08
2023-10-15,Sorghum,1404,19.13,26858.52
2023-10-15,Barley,936,26.72,25009.92
2023-10-16,Rice,1520,29.28,44505.6
2023-10-16,Wheat,721,23.44,16900.24
2023-10-16,Corn,694,21.49,14914.06
2023-10-16,Millet,1263,18.9,23870.7
2023-10-16,Soybean,1502,52.29,78539.58
2023-10-16,Rapeseed,1451,51.22,74320.22
2023-10-16,Peanut,1933,65.62,126843.46
2023-10-16,Sorghum,2097,20.9,43827.3
2023-10-16,Barley,1288,27.69,35664.72
2023-10-17,Rice,936,27.11,25374.96
2023-10-17,Wheat,724,25.32,18331.68
2023-10-17,Corn,889,20.27,18020.03
2023-10-17,Millet,1713,19.77,33866.01
2023-10-17,Soybean,1411,52.92,74670.12
2023-10-17,Rapeseed,667,53.1,35417.7
2023-10-17,Peanut,1584,65.12,103150.08
2023-10-17,Sorghum,1212,21.14,25621.68
2023-10-17,Barley,628,26.52,16654.56
2023-10-18,Rice,1174,30.49,35795.26
2023-10-18,Wheat,1270,23.04,29260.8
2023-10-18,Corn,1175,23.9,28082.5
2023-10-18,Millet,2155,16.48,35514.4
2023-10-18,Soybean,997,52.24,52083.28
2023-10-18,Rapeseed,663,59.92,39726.96
2023-10-18,Peanut,1335,58.33,77870.55
2023-10-18,Sorghum,1039,20.59,21393.01
2023-10-18,Barley,583,28.25,16469.75
2023-10-19,Rice,600,29.42,17652.0
2023-10-19,Wheat,1461,24.61,35955.21
2023-10-19,Corn,839,22.18,18609.02
2023-10-19,Millet,781,17.69,13815.89
2023-10-19,Soybean,1150,50.44,58006.0
2023-10-19,Rapeseed,1365,53.04,72399.6
2023-10-19,Peanut,1060,63.51,67320.6
2023-10-19,Sorghum,1842,19.32,35587.44
2023-10-19,Barley,1401,28.22,39536.22
2023-10-20,Rice,723,29.14,21068.22
2023-10-20,Wheat,959,23.46,22498.14
2023-10-20,Corn,1874,22.01,41246.74
2023-10-20,Millet,2043,16.74,34199.82
2023-10-20,Soybean,1077,54.39,58578.03
2023-10-20,Rapeseed,1482,51.7,76619.4
2023-10-20,Peanut,913,58.68,53574.84
2023-10-20,Sorghum,1021,21.37,21818.77
2023-10-20,Barley,1486,29.62,44015.32
2023-10-21,Rice,691,28.23,19506.93
2023-10-21,Wheat,902,27.02,24372.04
2023-10-21,Corn,1901,22.91,43551.91
2023-10-21,Millet,774,16.87,13057.38
2023-10-21,Soybean,1472,49.07,72231.04
2023-10-21,Rapeseed,919,58.49,53752.31
2023-10-21,Peanut,1177,55.04,64782.08
2023-10-21,Sorghum,1354,21.85,29584.9
2023-10-21,Barley,618,30.5,18849.0
2023-10-22,Rice,1402,28.4,39816.8
2023-10-22,Wheat,1128,26.99,30444.72
2023-10-22,Corn,1054,23.21,24463.34
2023-10-22,Millet,930,17.28,16070.4
2023-10-22,Soybean,1614,46.57,75163.98
2023-10-22,Rapeseed,783,54.09,42352.47
2023-10-22,Peanut,1528,60.32,92168.96
2023-10-22,Sorghum,756,19.57,14794.92
2023-10-22,Barley,1340,30.32,40628.8
2023-10-23,Rice,1061,29.44,31235.84
2023-10-23,Wheat,1021,27.4,27975.4
2023-10-23,Corn,1731,21.63,37441.53
2023-10-23,Millet,1987,16.6,32984.2
2023-10-23,Soybean,1316,47.17,62075.72
2023-10-23,Rapeseed,716,58.44,41843.04
2023-10-23,Peanut,1674,56.0,93744.0
2023-10-23,Sorghum,1503,21.05,31638.15
2023-10-23,Barley,777,28.69,22292.13
2023-10-24,Rice,1394,31.72,44217.68
2023-10-24,Wheat,587,27.1,15907.7
2023-10-24,Corn,977,20.07,19608.39
2023-10-24,Millet,1491,17.5,26092.5
2023-10-24,Soybean,993,49.93,49580.49
2023-10-24,Rapeseed,1351,58.49,79019.99
2023-10-24,Peanut,1227,55.77,68429.79
2023-10-24,Sorghum,1339,19.96,26726.44
2023-10-24,Barley,1051,29.78,31298.78
2023-10-25,Rice,1177,27.61,32496.97
2023-10-25,Wheat,871,22.78,19841.38
2023-10-25,Corn,874,23.64,20661.36
2023-10-25,Millet,1813,17.03,30875.39
2023-10-25,Soybean,773,46.12,35650.76
2023-10-25,Rapeseed,529,57.2,30258.8
2023-10-25,Peanut,990,59.86,59261.4
2023-10-25,Sorghum,1683,18.54,31202.82
2023-10-25,Barley,1107,25.91,28682.37
2023-10-26,Rice,1417,27.43,38868.31
2023-10-26,Wheat,678,26.26,17804.28
2023-10-26,Corn,972,20.65,20071.8
2023-10-26,Millet,1956,18.7,36577.2
2023-10-26,Soybean,730,51.77,37792.1
2023-10-26,Rapeseed,756,55.7,42109.2
2023-10-26,Peanut,1449,58.17,84288.33
2023-10-26,Sorghum,2175,21.06,45805.5
2023-10-26,Barley,678,27.93,18936.54
2023-10-27,Rice,1105,31.68,35006.4
2023-10-27,Wheat,998,27.48,27425.04
2023-10-27,Corn,1732,23.95,41481.4
2023-10-27,Millet,1630,18.55,30236.5
2023-10-27,Soybean,1437,46.95,67467.15
2023-10-27,Rapeseed,902,52.58,47427.16
2023-10-27,Peanut,2050,58.44,119802.0
2023-10-27,Sorghum,1773,19.71,34945.83
2023-10-27,Barley,1362,25.86,35221.32
2023-10-28,Rice,1337,27.76,37115.12
2023-10-28,Wheat,990,22.74,22512.6
2023-10-28,Corn,708,23.52,16652.16
2023-10-28,Millet,1870,17.05,31883.5
2023-10-28,Soybean,1783,47.44,84585.52
2023-10-28,Rapeseed,982,53.08,52124.56
2023-10-28,Peanut,1638,57.29,93841.02
2023-10-28,Sorghum,2089,21.16,44203.24
2023-10-28,Barley,1116,25.45,28402.2
2023-10-29,Rice,757,28.33,21445.81
2023-10-29,Wheat,694,26.18,18168.92
2023-10-29,Corn,756,19.86,15014.16
2023-10-29,Millet,1186,16.47,19533.42
2023-10-29,Soybean,1558,53.44,83259.52
2023-10-29,Rapeseed,639,57.0,36423.0
2023-10-29,Peanut,1734,63.77,110577.18
2023-10-29,Sorghum,1848,18.58,34335.84
2023-10-29,Barley,509,30.17,15356.53
2023-10-30,Rice,1485,31.96,47460.6
2023-10-30,Wheat,812,22.63,18375.56
2023-10-30,Corn,1829,20.55,37585.95
2023-10-30,Millet,943,18.27,17228.61
2023-10-30,Soybean,1419,45.43,64465.17
2023-10-30,Rapeseed,1059,55.55,58827.45
2023-10-30,Peanut,1243,64.41,80061.63
2023-10-30,Sorghum,1665,19.17,31918.05
2023-10-30,Barley,1221,26.38,32209.98
2023-10-31,Rice,1026,28.04,28769.04
2023-10-31,Wheat,1300,25.71,33423.0
2023-10-31,Corn,950,21.06,20007.0
2023-10-31,Millet,979,16.67,16319.93
2023-10-31,Soybean,1461,51.43,75139.23
2023-10-31,Rapeseed,1047,54.39,56946.33
2023-10-31,Peanut,1509,64.97,98039.73
2023-10-31,Sorghum,1851,20.67,38260.17
2023-10-31,Barley,1280,26.6,34048.0
2023-11-01,Rice,1400,31.91,44674.0
2023-11-01,Wheat,1437,24.21,34789.77
2023-11-01,Corn,823,23.61,19431.03
2023-11-01,Millet,1869,17.68,33043.92
2023-11-01,Soybean,1323,46.63,61691.49
2023-11-01,Rapeseed,766,49.7,38070.2
2023-11-01,Peanut,612,54.63,33433.56
2023-11-01,Sorghum,842,18.24,15358.08
2023-11-01,Barley,1293,25.83,33398.19
2023-11-02,Rice,1281,28.41,36393.21
2023-11-02,Wheat,662,23.18,15345.16
2023-11-02,Corn,649,19.89,12908.61
2023-11-02,Millet,1331,17.15,22826.65
2023-11-02,Soybean,1108,51.34,56884.72
2023-11-02,Rapeseed,764,58.65,44808.6
2023-11-02,Peanut,516,59.82,30867.12
2023-11-02,Sorghum,798,20.87,16654.26
2023-11-02,Barley,1377,27.63,38046.51
2023-11-03,Rice,593,27.41,16254.13
2023-11-03,Wheat,639,24.29,15521.31
2023-11-03,Corn,1005,23.51,23627.55
2023-11-03,Millet,951,19.2,18259.2
2023-11-03,Soybean,1104,46.19,50993.76
2023-11-03,Rapeseed,967,58.83,56888.61
2023-11-03,Peanut,1286,63.91,82188.26
2023-11-03,Sorghum,752,20.81,15649.12
2023-11-03,Barley,1374,29.0,39846.0
2023-11-04,Rice,1491,32.26,48099.66
2023-11-04,Wheat,1215,23.87,29002.05
2023-11-04,Corn,1059,21.98,23276.82
2023-11-04,Millet,837,18.06,15116.22
2023-11-04,Soybean,1257,47.95,60273.15
2023-11-04,Rapeseed,620,49.54,30714.8
2023-11-04,Peanut,1200,63.9,76680.0
2023-11-04,Sorghum,692,18.29,12656.68
2023-11-04,Barley,969,29.44,28527.36
2023-11-05,Rice,1081,29.54,31932.74
2023-11-05,Wheat,1417,26.09,36969.53
2023-11-05,Corn,1389,19.92,27668.88
2023-11-05,Millet,725,16.73,12129.25
2023-11-05,Soybean,957,49.87,47725.59
2023-11-05,Rapeseed,1482,50.84,75344.88
2023-11-05,Peanut,1216,57.76,70236.16
2023-11-05,Sorghum,892,20.35,18152.2
2023-11-05,Barley,934,25.21,23546.14
2023-11-06,Rice,741,31.22,23134.02
2023-11-06,Wheat,1482,24.72,36635.04
2023-11-06,Corn,525,23.89,12542.25
2023-11-06,Millet,1433,19.02,27255.66
2023-11-06,Soybean,1357,50.98,69179.86
2023-11-06,Rapeseed,650,59.48,38662.0
2023-11-06,Peanut,594,60.57,35978.58
2023-11-06,Sorghum,1596,19.86,31696.56
2023-11-06,Barley,1429,25.5,36439.5
2023-11-07,Rice,1188,28.02,33287.76
2023-11-07,Wheat,1578,27.05,42684.9
2023-11-07,Corn,1402,23.78,33339.56
2023-11-07,Millet,1885,17.21,32440.85
2023-11-07,Soybean,1093,49.12,53688.16
2023-11-07,Rapeseed,520,54.81,28501.2
2023-11-07,Peanut,932,56.73,52872.36
2023-11-07,Sorghum,1222,20.65,25234.3
2023-11-07,Barley,1446,28.12,40661.52
2023-11-08,Rice,895,32.48,29069.6
2023-11-08,Wheat,1210,24.8,30008.0
2023-11-08,Corn,649,20.18,13096.82
2023-11-08,Millet,1517,18.31,27776.27
2023-11-08,Soybean,811,47.61,38611.71
2023-11-08,Rapeseed,904,59.28,53589.12
2023-11-08,Peanut,1346,59.49,80073.54
2023-11-08,Sorghum,1640,18.41,30192.4
2023-11-08,Barley,1452,29.74,43182.48
2023-11-09,Rice,1050,31.82,33411.0
2023-11-09,Wheat,736,25.73,18937.28
2023-11-09,Corn,1242,20.94,26007.48
2023-11-09,Millet,760,17.59,13368.4
2023-11-09,Soybean,576,53.77,30971.52
2023-11-09,Rapeseed,1133,50.16,56831.28
2023-11-09,Peanut,596,56.72,33805.12
2023-11-09,Sorghum,1556,18.08,28132.48
2023-11-09,Barley,546,29.24,15965.04
2023-11-10,Rice,589,27.07,15944.23
2023-11-10,Wheat,1407,22.78,32051.46
2023-11-10,Corn,1012,22.74,23012.88
2023-11-10,Millet,1523,19.29,29378.67
2023-11-10,Soybean,1297,47.88,62100.36
2023-11-10,Rapeseed,1280,49.72,63641.6
2023-11-10,Peanut,1135,57.05,64751.75
2023-11-10,Sorghum,841,20.56,17290.96
2023-11-10,Barley,606,30.01,18186.06
2023-11-11,Rice,1302,32.07,41755.14
2023-11-11,Wheat,973,23.02,22398.46
2023-11-11,Corn,1183,19.93,23577.19
2023-11-11,Millet,1427,18.8,26827.6
2023-11-11,Soybean,914,49.54,45279.56
2023-11-11,Rapeseed,1271,49.89,63410.19
2023-11-11,Peanut,531,63.17,33543.27
2023-11-11,Sorghum,1525,18.16,27694.0
2023-11-11,Barley,864,27.81,24027.84
2023-11-12,Rice,529,28.83,15251.07
2023-11-12,Wheat,1532,26.08,39954.56
2023-11-12,Corn,826,23.19,19154.94
2023-11-12,Millet,919,16.51,15172.69
2023-11-12,Soybean,1471,51.27,75418.17
2023-11-12,Rapeseed,905,56.86,51458.3
2023-11-12,Peanut,623,64.23,40015.29
2023-11-12,Sorghum,847,21.75,18422.25
2023-11-12,Barley,1444,27.55,39782.2
2023-11-13,Rice,1252,32.47,40652.44
2023-11-13,Wheat,757,24.44,18501.08
2023-11-13,Corn,603,21.91,13211.73
2023-11-13,Millet,1718,17.31,29738.58
2023-11-13,Soybean,1426,51.1,72868.6
2023-11-13,Rapeseed,830,54.29,45060.7
2023-11-13,Peanut,1395,61.77,86169.15
2023-11-13,Sorghum,801,20.95,16780.95
2023-11-13,Barley,583,30.78,17944.74
2023-11-14,Rice,1384,32.53,45021.52
2023-11-14,Wheat,636,22.61,14379.96
2023-11-14,Corn,746,21.97,16389.62
2023-11-14,Millet,1921,19.29,37056.09
2023-11-14,Soybean,997,51.54,51385.38
2023-11-14,Rapeseed,897,50.45,45253.65
2023-11-14,Peanut,1360,54.36,73929.6
2023-11-14,Sorghum,770,20.45,15746.5
2023-11-14,Barley,855,29.91,25573.05
2023-11-15,Rice,702,27.51,19312.02
2023-11-15,Wheat,1160,26.94,31250.4
2023-11-15,Corn,1397,23.55,32899.35
2023-11-15,Millet,1423,18.47,26282.81
2023-11-15,Soybean,1284,46.77,60052.68
2023-11-15,Rapeseed,651,55.64,36221.64
2023-11-15,Peanut,1372,54.32,74527.04
2023-11-15,Sorghum,968,18.3,17714.4
2023-11-15,Barley,878,28.56,25075.68
2023-11-16,Rice,1163,30.51,35483.13
2023-11-16,Wheat,848,23.03,19529.44
2023-11-16,Corn,959,20.95,20091.05
2023-11-16,Millet,1337,17.18,22969.66
2023-11-16,Soybean,1293,49.93,64559.49
2023-11-16,Rapeseed,750,57.09,42817.5
2023-11-16,Peanut,546,64.26,35085.96
2023-11-16,Sorghum,1674,19.16,32073.84
2023-11-16,Barley,744,30.42,22632.48
2023-11-17,Rice,1223,28.4,34733.2
2023-11-17,Wheat,1794,27.38,49119.72
2023-11-17,Corn,1332,20.76,27652.32
2023-11-17,Millet,1433,16.78,24045.74
2023-11-17,Soybean,1101,48.04,52892.04
2023-11-17,Rapeseed,1195,52.87,63179.65
2023-11-17,Peanut,1109,56.67,62847.03
2023-11-17,Sorghum,1242,18.53,23014.26
2023-11-17,Barley,1398,27.99,39130.02
2023-11-18,Rice,1277,29.05,37096.85
2023-11-18,Wheat,1480,25.51,37754.8
2023-11-18,Corn,805,21.92,17645.6
2023-11-18,Millet,1881,19.77,37187.37
2023-11-18,Soybean,1326,46.06,61075.56
2023-11-18,Rapeseed,685,50.18,34373.3
2023-11-18,Peanut,851,65.75,55953.25
2023-11-18,Sorghum,775,18.56,14384.0
2023-11-18,Barley,1344,28.87,38801.28
2023-11-19,Rice,1351,30.55,41273.05
2023-11-19,Wheat,1234,24.07,29702.38
2023-11-19,Corn,611,20.01,12226.11
2023-11-19,Millet,1449,19.52,28284.48
2023-11-19,Soybean,1009,45.99,46403.91
2023-11-19,Rapeseed,525,59.3,31132.5
2023-11-19,Peanut,1461,59.88,87484.68
2023-11-19,Sorghum,1092,18.86,20595.12
2023-11-19,Barley,550,25.5,14025.0
2023-11-20,Rice,842,29.32,24687.44
2023-11-20,Wheat,841,23.36,19645.76
2023-11-20,Corn,645,22.31,14389.95
2023-11-20,Millet,1870,16.97,31733.9
2023-11-20,Soybean,1003,45.24,45375.72
2023-11-20,Rapeseed,650,51.49,33468.5
2023-11-20,Peanut,698,62.78,43820.44
2023-11-20,Sorghum,1614,18.68,30149.52
2023-11-20,Barley,997,27.17,27088.49
2023-11-21,Rice,604,32.02,19340.08
2023-11-21,Wheat,631,23.42,14778.02
2023-11-21,Corn,1268,23.52,29823.36
2023-11-21,Millet,1796,16.86,30280.56
2023-11-21,Soybean,1237,48.83,60402.71
2023-11-21,Rapeseed,1423,50.51,71875.73
2023-11-21,Peanut,711,59.94,42617.34
2023-11-21,Sorghum,825,20.47,16887.75
2023-11-21,Barley,886,29.61,26234.46
2023-11-22,Rice,1225,30.54,37411.5
2023-11-22,Wheat,626,22.62,14160.12
2023-11-22,Corn,1004,20.09,20170.36
2023-11-22,Millet,1183,19.4,22950.2
2023-11-22,Soybean,970,51.91,50352.7
2023-11-22,Rapeseed,1253,51.73,64817.69
2023-11-22,Peanut,744,54.26,40369.44
2023-11-22,Sorghum,1590,18.75,29812.5
2023-11-22,Barley,1151,30.69,35324.19
2023-11-23,Rice,638,27.07,17270.66
2023-11-23,Wheat,765,23.23,17770.95
2023-11-23,Corn,985,20.45,20143.25
2023-11-23,Millet,1640,18.89,30979.6
2023-11-23,Soybean,1012,49.54,50134.48
2023-11-23,Rapeseed,782,56.61,44269.02
2023-11-23,Peanut,1273,58.27,74177.71
2023-11-23,Sorghum,799,19.9,15900.1
2023-11-23,Barley,1425,26.23,37377.75
2023-11-24,Rice,1406,31.08,43698.48
2023-11-24,Wheat,756,22.72,17176.32
2023-11-24,Corn,1018,23.82,24248.76
2023-11-24,Millet,1060,19.23,20383.8
2023-11-24,Soybean,585,53.54,31320.9
2023-11-24,Rapeseed,989,59.77,59112.53
2023-11-24,Peanut,923,61.47,56736.81
2023-11-24,Sorghum,886,18.86,16709.96
2023-11-24,Barley,757,29.99,22702.43
2023-11-25,Rice,1286,27.43,35274.98
2023-11-25,Wheat,1273,24.37,31023.01
2023-11-25,Corn,868,22.4,19443.2
2023-11-25,Millet,1628,17.52,28522.56
2023-11-25,Soybean,1426,53.56,76376.56
2023-11-25,Rapeseed,848,51.69,43833.12
2023-11-25,Peanut,1149,61.82,71031.18
2023-11-25,Sorghum,1432,20.75,29714.0
2023-11-25,Barley,739,26.88,19864.32
2023-11-26,Rice,1116,32.72,36515.52
2023-11-26,Wheat,766,26.69,20444.54
2023-11-26,Corn,629,21.51,13529.79
2023-11-26,Millet,1220,17.66,21545.2
2023-11-26,Soybean,1173,48.4,56773.2
2023-11-26,Rapeseed,1040,60.24,62649.6
2023-11-26,Peanut,1246,55.64,69327.44
2023-11-26,Sorghum,668,19.43,12979.24
2023-11-26,Barley,1139,29.01,33042.39
2023-11-27,Rice,858,31.56,27078.48
2023-11-27,Wheat,1465,25.86,37884.9
2023-11-27,Corn,843,22.51,18975.93
2023-11-27,Millet,1545,17.78,27470.1
2023-11-27,Soybean,1408,49.19,69259.52
2023-11-27,Rapeseed,1496,54.65,81756.4
2023-11-27,Peanut,1075,64.72,69574.0
2023-11-27,Sorghum,613,21.81,13369.53
2023-11-27,Barley,795,28.26,22466.7
2023-11-28,Rice,1268,31.24,39612.32
2023-11-28,Wheat,1509,22.51,33967.59
2023-11-28,Corn,1192,20.28,24173.76
2023-11-28,Millet,1788,17.9,32005.2
2023-11-28,Soybean,608,49.18,29901.44
2023-11-28,Rapeseed,944,58.24,54978.56
2023-11-28,Peanut,648,62.25,40338.0
